title;link;
Norris conquista pole na Rússia, Verstappen largará em último;"https://www.uol.com.br/esporte/ultimas-noticias/2021/09/25/gp-da-russia-formula-1---classificatorio.htm";
Prevent induziu disputa entre médicos para impulsionar 'kit covid', diz dossiê;"https://noticias.uol.com.br/politica/ultimas-noticias/2021/09/25/prevent-induziu-competicao-entre-medicos-para-bombar-kit-covid-diz-dossie.htm";
Petrobras contrariou ONS e desligou usina por risco 'catastrófico', diz jornal;"https://economia.uol.com.br/noticias/redacao/2021/09/25/petrobras-negou-ordem-para-manter-usina-ligada-por-risco-catastrofico.htm";
Bolsonaro é lição ao mundo sobre crise da democracia, diz chefe da Anistia;"https://noticias.uol.com.br/colunas/jamil-chade/2021/09/25/bolsonaro-e-licao-ao-mundo-sobre-crise-da-democracia-diz-chefe-da-anistia.htm";
Falta tecnologia para fiscalizar intervalos de ônibus, diz prefeito de São Paulo;"https://noticias.uol.com.br/colunas/jose-luiz-portella/2021/09/25/falta-tecnologia-para-fiscalizar-intervalos-de-onibus-diz-prefeito-de-sp.htm";
Queiroga deixa hotel de luxo e continua isolamento;"https://noticias.uol.com.br/politica/ultimas-noticias/2021/09/25/queiroga-troca-hotel-ny.htm";
Ação na Justiça pede R$ 40 milhões à Zara após delegada acusar loja de racismo;"https://economia.uol.com.br/noticias/redacao/2021/09/25/acao-justica-pede-r-40-milhoes-zara-racismo-delegada-negra.htm";
Com gol de Gabriel Jesus, Manchester City vence o Chelsea por 1 a 0;"https://www.uol.com.br/esporte/futebol/ultimas-noticias/gazeta-esportiva/2021/09/25/gabriel-jesus-marca-e-manchester-city-vence-o-chelsea-fora-de-casa-pelo-ingles.htm";
Mauro vê Corinthians favorito contra o Palmeiras: 'Reforçado e com motivação';"https://www.uol.com.br/esporte/futebol/ultimas-noticias/2021/09/25/mauro-ve-corinthians-favorito-em-derbi-reforcado-e-tem-muita-motivacao.htm";
Stycer: Desmentido da CNN a Alexandre Garcia era ineficaz e não evitava fake news;"https://noticias.uol.com.br/colunas/mauricio-stycer/2021/09/24/desmentido-da-cnn-a-alexandre-garcia-e-ineficaz-e-nao-evita-fake-news.htm";
MG: suspeita de envenenar noivos mandou doces de outra cidade, diz delegado;"https://noticias.uol.com.br/cotidiano/ultimas-noticias/2021/09/25/suspeita-de-envenenar-noivos-fez-entrega-de-outra-cidade-diz-delegado.htm";
Calderano é ouro em Doha e fatura maior título do tênis de mesa do Brasil;"https://www.uol.com.br/esporte/colunas/olhar-olimpico/2021/09/25/calderano-e-ouro-em-doha-e-fatura-maior-titulo-do-tenis-de-mesa-do-brasil.htm";
Instituto Gabriel Medina recebeu R$ 1,2 milhão da Lei de Incentivo, mesmo fechado;"https://www.uol.com.br/esporte/colunas/olhar-olimpico/2021/09/25/mesmo-fechado-instituto-g-medina-recebeu-r-12-mi-da-lei-de-incentivo.htm";
Globo ainda analisa se fará investimento em PPV do Paulistão;"https://www.uol.com.br/esporte/futebol/colunas/rodrigo-mattos/2021/09/25/por-que-a-globo-perdeu-os-direitos-do-paulista-na-tv-aberta.htm";
Por que é importante achar o barco do casal que morreu no mar de Angra dos Reis (RJ)?;"https://www.uol.com.br/nossa/colunas/historias-do-mar/2021/09/25/por-que-e-tao-importante-achar-o-barco-do-casal-que-morreu-no-mar-de-angra.htm";
Organizador de atos com Zé Trovão é réu por emprestar dinheiro a traficante;"https://noticias.uol.com.br/politica/ultimas-noticias/2021/09/25/articulador-de-atos-com-ze-trovao-e-investigado-por-emprestimo-a-traficante.htm";
Entenda o que significa esse ícone com o número 1 no WhatsApp;"https://www.uol.com.br/tilt/noticias/redacao/2021/09/25/para-que-serve-icone-de-numero-1-que-aparece-no-whatsapp-quando-envio-fotos.htm";
Você está sofrendo com o estresse? Vá treinar por 15 minutos!;"https://www.uol.com.br/vivabem/colunas/fernando-guerreiro/2021/09/25/voce-tem-sofrido-com-estresse.htm";
