site;title;link;
Uol;Pichonelli: Nada justifica o ataque da esquerda machista contra Tabata Amaral;"https://tab.uol.com.br/colunas/matheus-pichonelli/2021/09/22/endosso-a-violencia-contra-tabata-amaral-e-covardia-nao-militancia.htm";
Uol;iPhone 13: primeiras análises destacam bateria e câmera, mas resto é morno;"https://www.uol.com.br/tilt/noticias/redacao/2021/09/22/iphone-13-chegou-pontos-positivos-e-negativos-dos-primeiros-reviews.htm";
Uol;Dia Mundial Sem Carro: dirigir menos significa mais saúde e menos poluição;"https://www.uol.com.br/vivabem/noticias/redacao/2021/09/22/dia-mundial-sem-carro.htm";
Uol;'Sou um instrumento de Deus', celebra pastora após 1º culto em igreja trans;"https://www.uol.com.br/universa/noticias/redacao/2021/09/22/pastora-realiza-primeiro-culto-em-igreja-trans-espaco-de-dignidade.htm";
Uol;Magalu repete trainee só para negros, 'Programa foi de utilidade pública';"https://www.uol.com.br/ecoa/ultimas-noticias/2021/09/21/magalu-repete-trainee-so-para-negros-programa-foi-de-utilidade-publica.htm";
Uol;Vídeo mostra últimos momentos de vida de grávida achada morta e sem o bebê no Rio;"https://noticias.uol.com.br/cotidiano/ultimas-noticias/2021/09/21/video-mostra-ultimos-momentos-de-vida-de-gravida-achada-morta-e-sem-bebe.htm";
Uol;Quantos países existem no mundo? Resposta não é simples, entenda;"https://www.uol.com.br/nossa/noticias/redacao/2021/09/22/quantos-paises-existem-no-mundo.htm";
Uol;Tem dinheiro na poupança? Veja se há como recuperar a rentabilidade 'perdida';"https://economia.uol.com.br/mais/ultimas-noticias/2021/09/22/papo-com-especialista-live-duvidas-recuperar-poupanca.htm";
Uol;Como ajudar pessoas a comer e sobreviver na pandemia de covid;"https://www.uol.com.br/ecoa/ultimas-noticias/2021/03/23/fome-no-brasil-como-ajudar-pessoas-a-comer-e-sobreviver-na-pandemia.htm";
Uol;CPÍ: pressão antimachismo impulsiona guinada de gênero;"https://www.uol.com.br/universa/colunas/isabela-del-monde/2021/09/22/a-guinada-de-genero-na-cpi.htm";
Uol;'Jair Paz e Amor' não aparece, só o mentiroso de sempre;"https://noticias.uol.com.br/colunas/kennedy-alencar/2021/09/21/bolsonaro-peace-and-love-nao-aparece-na-onu-apenas-o-mentiroso-de-sempre.htm";
Uol;Na ONU, o fantástico mundo de Bolsonaro não convence ninguém;"https://noticias.uol.com.br/colunas/chico-alves/2021/09/21/na-onu-o-fantastico-mundo-de-bolsonaro-nao-convence-ninguem.htm";
Uol;Bolsonaro descreve realidade ilusória do Brasil na ONU;"https://noticias.uol.com.br/colunas/diogo-schelp/2021/09/21/tratamento-precoce-comunismo-e-pib-a-5-o-mundo-paralelo-de-bolsonaro.htm";
Uol;Queiroga é mais obsceno doente, vírus é sombra do 'Mito';"https://noticias.uol.com.br/colunas/reinaldo-azevedo/2021/09/22/doente-queiroga-e-mais-obsceno-virus-e-sombra-do-mito-que-assombra-pais.htm";
Uol;Queiroga tem que se desculpar e pedir para sair;"https://noticias.uol.com.br/colunas/josias-de-souza/2021/09/22/queiroga-come-a-pizza-que-o-tinhoso-amassou.htm";
Uol;Não há discurso de Bolsonaro capaz de salvar imagem do Brasil;"https://noticias.uol.com.br/colunas/maria-carolina-trevisan/2021/09/21/onu-nao-ha-discurso-de-bolsonaro-capaz-de-salvar-imagem-do-brasil.htm";
Uol;Queiroga se mostra incapaz de combater a pandemia;"https://noticias.uol.com.br/colunas/leonardo-sakamoto/2021/09/21/queiroga-surta-ataca-protesto-e-se-mostra-incapaz-de-combater-a-pandemia.htm";
Uol;Obscenidade de ministros é retrato fiel do governo Bolsonaro;"https://noticias.uol.com.br/colunas/jamil-chade/2021/09/21/obscenidade-de-ministro-e-retrato-fiel-do-governo-bolsonaro.htm?cmpid=copiaecola";
Uol;Fabulações de Bolsonaro trazem prejuízo aos brasileiros;"https://noticias.uol.com.br/colunas/thais-oyama/2021/09/21/fabulacoes-de-bolsonaro-trazem-aos-brasileiros-alem-de-vergonha-prejuizo.htm";
Uol;'Não vacinado e desafiador', diz jornais dos EUA sobre Bolsonaro;"https://www1.folha.uol.com.br/colunas/nelsondesa/2021/09/nao-vacinado-e-desafiador-destacam-nyt-e-wp-sobre-bolsonaro-na-onu.shtml";
Uol;Bolsonaro da ONU é o mesmo do cercadinho da Alvorada;"https://www1.folha.uol.com.br/colunas/bruno-boghossian/2021/09/bolsonaro-do-pulpito-da-onu-e-o-mesmo-do-cercadinho-do-alvorada.shtml";
Uol;Derrotar o bolsonarismo ano que vem não é tão possível;"https://www1.folha.uol.com.br/colunas/marcelocoelho/2021/09/derrotar-bolsonaro-no-ano-que-vem-e-possivel-mas-o-bolsonarismo-nem-tanto.shtml";
Uol;Enquanto Brasil veta, Pfizer anuncia vacina para crianças;"https://www.uol.com.br/vivabem/colunas/gustavo-cabral/2021/09/21/enquanto-queiroga-veta-vacina-para-adolescente-pfizer-anuncia-para-crianca.htm";
Uol;Paulo Freire e a educação que liberta corações e mentes;"https://www.uol.com.br/ecoa/colunas/tony-marlon/2021/09/21/paulo-freire-e-a-educacao-que-liberta-coracoes-e-mentes.htm";
Uol;Boticário cria personagem para interagir com o público;"https://inteligenciademercado.blogfolha.uol.com.br/2021/09/21/boticario-cria-personagem-para-interagir-com-o-publico-e-administrar-twitter/";
Uol;Queiroga é um ministro de cabeça abaixada e dedo erguido;"https://linhadefrente.blogfolha.uol.com.br/2021/09/21/queiroga-e-um-ministro-de-cabeca-abaixada-e-dedo-erguido/";
Uol;Artistas e coletivos culturais, atenção: há edital aberto na área;"https://musicaemletras.blogfolha.uol.com.br/2021/09/21/atencao-artistas-e-coletivos-culturais-tem-edital-aberto-na-area/";
Uol;Como equilibrar social e estímulos na transferência de renda?;"https://www1.folha.uol.com.br/colunas/pablo-acosta/2021/09/como-equilibrar-protecao-social-e-estimulos-em-um-programa-de-transferencia-de-renda.shtml";
Uol;A vacinação dos adolescentes contra a Covid é urgente!;"https://www1.folha.uol.com.br/colunas/pedro-hallal/2021/09/a-vacinacao-dos-adolescentes-contra-a-covid-e-urgente.shtml";
Uol;Crescem desafios nas interações humanas contemporâneas;"https://www1.folha.uol.com.br/colunas/michael-franca/2021/09/desafios-nas-interacoes-humanas-contemporaneas-aumentaram.shtml";
Uol;Lançamento de filme tem Regina Duarte e nata do bolsonarismo;"https://saidapeladireita.blogfolha.uol.com.br/2021/09/21/lancamento-de-filme-tem-volta-de-regina-duarte-diretor-da-abin-sem-mascara-e-nata-do-bolsonarismo/";
Uol;Apesar da descontração, Emmy teve muitos momentos chatos;"https://f5.folha.uol.com.br/colunistas/tonygoes/2021/09/apesar-da-descontracao-cerimonia-do-emmy-teve-muitos-momentos-chatos.shtml";
Uol;Etanol perde vantagem e vai demorar mais para recuperar;"https://www1.folha.uol.com.br/colunas/vaivem/2021/09/etanol-perde-vantagem-mais-cedo-e-vai-demorar-mais-para-recuperar.shtml";
Uol;Nego do Borel indiciado deveria estar em A Fazenda?;"https://www.uol.com.br/play/videos/splash/2021/09/21/nego-do-borel-indiciado-deveria-estar-em-a-fazenda--splash-ve-tv-93.htm";
Uol;Arnaldo Ribeiro: 'O cálice sagrado da temporada para o Galo é o Brasileirão';"https://www.uol.com.br/esporte/futebol/ultimas-noticias/2021/09/21/arnaldo-ribeiro-o-calice-sagrado-da-temporada-para-o-galo-e-o-brasileirao.htm";
Uol;O que faz de Deathloop um dos melhores jogos do PS5?;"https://www.uol.com.br/start/videos/2021/09/21/game-trends-19-o-que-faz-de-deathloop-um-dos-melhores-jogos-do-ps5.htm";
Uol;Rapaz 'fala' com noiva falecida usando IA, e empresa proíbe uso;"https://www.uol.com.br/tilt/noticias/redacao/2021/09/22/ela-da-vida-real-homem-conversa-com-a-falecida-noiva-via-chatbot.htm";
Uol;'Ikigai': conceito ajuda pessoas a encontrarem propósito de vida;"https://www.uol.com.br/vivabem/noticias/redacao/2021/09/22/ikigai-conceito-japones-ajuda-pessoas-a-encontrarem-proposito-de-vida.htm";
Estadão;CPI da Covid ouve diretor da Prevent Senior sobre pressão por tratamento precoce, siga;"https://politica.estadao.com.br/ao-vivo/cpi-covid-prevent-senior-tratamento-precoce";
Estadão;Após Queiroga contrair covid, Anvisa pede quarentena a Bolsonaro e comitiva do Brasil;"https://politica.estadao.com.br/noticias/geral,apos-queiroga-contrair-covid-anvisa-recomenda-quarentena-para-bolsonaro-e-toda-comitiva-brasileira,70003847212";
Estadão;Editorial: 'Em discurso na ONU, Bolsonaro esbanjou ignorância e má-fé';"https://opiniao.estadao.com.br/noticias/notas-e-informacoes,vergonha,70003846600";
Estadão;Falta de AstraZeneca para 2ª dose atinge 70% dos postos de vacinação em SP;"https://saude.estadao.com.br/noticias/geral,falta-de-astrazeneca-para-2-dose-atinge-70-dos-postos-de-vacinacao-em-sao-paulo,70003847172";
Estadão;Chapada dos Veadeiros: fogo destrói equivalente a 23 mil campos de futebol;"https://brasil.estadao.com.br/noticias/geral,chapada-dos-veadeiros-tem-10-dia-de-incendios-fogo-avanca-12-no-cerrado,70003846805";
Estadão;Virada Sustentável: Como as empresas podem ajudar o meio ambiente, acompanhe;"https://www.youtube.com/watch?v=XscjRk135Ps";
Estadão;Veja os países abertos para brasileiros vacinados e que não exigem quarentena;"https://viagem.estadao.com.br/noticias/geral,paises-abertos-para-brasileiros-100-vacinados-sem-exigencia-de-quarentena,70003774135";
Estadão;Apesar do avanço da Delta, São Paulo vê baixo risco de nova onda neste ano;"https://politica.estadao.com.br/blogs/coluna-do-estadao/apesar-do-avanco-da-delta-sao-paulo-ve-baixo-risco-de-nova-onda-neste-ano/";
Estadão;Transtornos de ansiedade aumentaram na pandemia, mas há soluções;"https://cultura.estadao.com.br/noticias/geral,ansiedade-10-respostas-sobre-o-termo-de-saude-mental-mais-buscado-por-brasileiros-no-google,70003846587";
Estadão;Modelo híbrido é a aposta de centros de inovação para o pós-pandemia;"https://link.estadao.com.br/noticias/inovacao,centros-de-inovacao-apostam-em-modelo-hibrido-para-retomada-pos-pandemia,70003846336";
Estadão;Apoio a impeachment de Bolsonaro une Doria e Leite nas prévias do PSDB;"https://politica.estadao.com.br/noticias/geral,apoio-ao-impeachment-de-bolsonaro-une-doria-e-leite-nas-previas-tucanas,70003846832";
Estadão;Brexit ameaça deixar britânicos sem o tradicional 'pint' de cerveja no pub;"https://internacional.estadao.com.br/noticias/geral,falta-de-gas-ameaca-deixar-britanicos-sem-cerveja,70003846525";
Estadão;Suzano: 'Estamos em um ciclo de maior intensidade de investimentos';"https://einvestidor.estadao.com.br/videos/mais-videos/suzano-suzb3-me-convenca-a-investir";
Estadão;Taleban pede para discursar em Assembleia-Geral da ONU e nomeia representante;"https://internacional.estadao.com.br/noticias/geral,taleban-pede-para-discursar-em-assembleia-geral-da-onu-e-nomeia-representante,70003847088";
Estadão;Com aporte de US$ 700 mi, Kavak se torna a segunda startup mais valiosa da América Latina;"https://link.estadao.com.br/noticias/inovacao,com-aporte-de-us-700-mi-kavak-se-torna-a-segunda-startup-mais-valiosa-da-america-latina,70003846710";
Estadão;Sem conseguir vender ativos, Saraiva corre risco de ter falência decretada;"https://economia.estadao.com.br/noticias/negocios,sem-conseguir-vender-ativos-saraiva-corre-risco-de-ter-falencia-decretada,70003846711";
Estadão;Área mais poluída do Rio Tietê cai 50%, aponta estudo da SOS Mata Atlântica;"https://sustentabilidade.estadao.com.br/noticias/geral,area-do-rio-tiete-com-qualidade-de-agua-ruim-cai-50,70003846725";
Estadão;Bancos avaliam venda da Braskem por meio de várias ofertas na B3;"https://economia.estadao.com.br/blogs/coluna-do-broad/bancos-avaliam-venda-da-braskem-por-meio-de-varias-ofertas-na-b3/";
